Anc	Der	PanelFreqA	PanelFreqB	Num
7	13	0.95	0.75	1
7	14	0.0	0.15	1
7	14	0.05	0.0	1
7	14	0.05	0.05	1
7	14	0.05	0.65	1
7	14	0.1	0.0	1
7	14	0.1	0.05	1
7	14	0.15	0.1	1
7	14	0.2	0.05	1
7	14	0.2	0.4	1
7	14	0.25	0.0	1
7	14	0.25	0.5	1
7	14	0.3	0.05	2
7	14	0.3	0.15	1
7	14	0.3	0.3	3
7	14	0.3	0.35	1
7	14	0.3	0.6	1
7	14	0.35	0.0	1
7	14	0.35	0.1	1
7	14	0.35	0.35	1
7	14	0.35	0.6	1
7	14	0.4	0.15	1
7	14	0.4	0.3	2
7	14	0.4	0.35	1
7	14	0.4	0.55	1
7	14	0.45	0.2	1
7	14	0.45	0.25	1
7	14	0.45	0.3	1
7	14	0.5	0.0	1
7	14	0.5	0.15	1
7	14	0.5	0.2	1
7	14	0.5	0.3	1
7	14	0.5	0.85	1
7	14	0.5	1.0	1
7	14	0.55	0.5	1
7	14	0.6	0.25	1
7	14	0.6	0.5	2
7	14	0.6	0.85	1
7	14	0.65	0.0	1
7	14	0.65	0.25	2
7	14	0.65	0.9	1
7	14	0.7	0.65	1
7	14	0.7	0.7	2
7	14	0.7	0.85	2
7	14	0.75	0.35	1
7	14	0.75	0.55	1
7	14	0.75	0.6	1
7	14	0.8	0.45	2
7	14	0.8	0.75	1
7	14	0.85	0.95	1
7	14	0.85	1.0	2
7	14	0.9	0.5	1
7	14	0.9	0.75	1
7	14	0.9	1.0	1
7	14	0.95	0.65	1
7	14	0.95	0.75	1
7	14	0.95	1.0	3
7	14	1.0	0.75	1
7	14	1.0	0.9	1
7	14	1.0	0.95	1
7	15	0.0	0.05	2
7	15	0.0	0.2	2
7	15	0.05	0.0	3
7	15	0.05	0.05	1
7	15	0.05	0.4	1
7	15	0.1	0.0	3
7	15	0.1	0.15	1
7	15	0.1	0.2	1
7	15	0.15	0.0	3
7	15	0.15	0.55	1
7	15	0.2	0.0	1
7	15	0.2	0.25	1
7	15	0.2	0.6	1
7	15	0.25	0.25	1
7	15	0.25	0.45	1
7	15	0.25	0.5	1
7	15	0.3	0.0	2
7	15	0.3	0.05	2
7	15	0.3	0.1	1
7	15	0.3	0.15	1
7	15	0.35	0.0	1
7	15	0.35	0.05	1
7	15	0.35	0.2	1
7	15	0.35	0.35	1
7	15	0.35	0.55	1
7	15	0.35	0.7	1
7	15	0.35	0.75	1
7	15	0.4	0.05	1
7	15	0.4	0.2	1
7	15	0.4	0.4	1
7	15	0.4	0.65	1
7	15	0.45	0.05	1
7	15	0.45	0.5	1
7	15	0.5	0.05	1
7	15	0.5	0.7	1
7	15	0.5	0.8	1
7	15	0.5	0.9	1
7	15	0.55	0.15	1
7	15	0.55	0.8	1
7	15	0.55	0.85	1
7	15	0.6	0.35	1
7	15	0.6	0.5	2
7	15	0.6	0.6	1
7	15	0.65	0.05	1
7	15	0.65	0.1	1
7	15	0.65	0.6	1
7	15	0.65	0.65	1
7	15	0.7	0.35	1
7	15	0.7	0.5	1
7	15	0.7	0.55	1
7	15	0.7	0.9	1
7	15	0.7	1.0	1
7	15	0.75	0.8	1
7	15	0.75	1.0	1
7	15	0.8	0.4	1
7	15	0.8	0.6	1
7	15	0.8	0.65	1
7	15	0.85	0.1	1
7	15	0.85	0.8	1
7	15	0.9	0.4	1
7	15	0.9	0.85	1
7	15	0.95	0.65	1
7	15	0.95	1.0	1
7	15	1.0	0.9	1
7	16	0.1	0.0	3
7	16	0.15	0.45	1
7	16	0.15	0.65	1
7	16	0.2	0.45	1
7	16	0.25	0.4	1
7	16	0.3	0.0	1
7	16	0.3	0.15	1
7	16	0.3	0.3	2
7	16	0.3	0.35	1
7	16	0.35	0.0	1
7	16	0.35	0.05	1
7	16	0.35	0.65	1
7	16	0.35	0.75	1
7	16	0.4	0.1	1
7	16	0.4	0.35	1
7	16	0.4	0.4	1
7	16	0.4	0.5	1
7	16	0.45	0.05	1
7	16	0.45	0.6	1
7	16	0.45	0.95	1
7	16	0.5	0.4	1
7	16	0.5	0.5	1
7	16	0.5	0.9	1
7	16	0.55	0.5	1
7	16	0.55	0.55	1
7	16	0.55	0.6	2
7	16	0.6	0.4	1
7	16	0.6	0.45	1
7	16	0.6	0.7	1
7	16	0.6	0.8	1
7	16	0.65	0.55	1
7	16	0.65	0.95	1
7	16	0.7	0.0	1
7	16	0.7	0.4	1
7	16	0.7	0.45	2
7	16	0.7	0.55	1
7	16	0.7	0.6	1
7	16	0.75	0.2	1
7	16	0.75	0.3	1
7	16	0.75	0.65	1
7	16	0.75	0.8	1
7	16	0.75	0.95	2
7	16	0.8	0.4	1
7	16	0.8	0.5	1
7	16	0.8	0.6	1
7	16	0.8	0.95	1
7	16	0.85	0.8	1
7	16	0.85	0.9	1
7	16	0.9	0.75	1
7	16	0.9	1.0	3
7	16	0.95	0.85	1
7	16	0.95	0.95	1
7	16	0.95	1.0	4
7	16	1.0	0.85	1
7	17	0.05	0.0	1
7	17	0.05	0.3	1
7	17	0.1	0.0	1
7	17	0.1	0.2	1
7	17	0.1	0.35	1
7	17	0.15	0.0	2
7	17	0.15	0.05	1
7	17	0.2	0.2	1
7	17	0.25	0.0	1
7	17	0.3	0.0	1
7	17	0.3	0.05	1
7	17	0.3	0.1	2
7	17	0.3	0.35	1
7	17	0.4	0.35	1
7	17	0.4	0.45	1
7	17	0.4	0.55	1
7	17	0.45	0.25	1
7	17	0.45	0.6	1
7	17	0.5	0.45	2
7	17	0.5	0.7	1
7	17	0.55	0.15	1
7	17	0.55	0.5	1
7	17	0.55	0.75	1
7	17	0.6	0.2	1
7	17	0.65	0.2	1
7	17	0.65	0.25	1
7	17	0.65	0.35	1
7	17	0.7	0.2	1
7	17	0.7	0.5	1
7	17	0.7	0.55	1
7	17	0.7	0.75	1
7	17	0.7	0.95	1
7	17	0.75	0.35	1
7	17	0.75	0.5	1
7	17	0.75	0.55	1
7	17	0.75	0.7	1
7	17	0.75	0.75	1
7	17	0.75	0.8	1
7	17	0.8	0.65	1
7	17	0.8	1.0	1
7	17	0.85	0.45	1
7	17	0.85	0.7	1
7	17	0.85	0.95	1
7	17	0.85	1.0	2
7	17	0.9	0.55	1
7	17	0.9	0.65	1
7	17	0.9	0.95	1
7	17	0.95	0.5	1
7	17	0.95	0.9	1
7	17	0.95	1.0	1
7	18	0.0	0.7	1
7	18	0.05	0.0	1
7	18	0.05	0.05	1
7	18	0.05	0.25	1
7	18	0.1	0.0	1
7	18	0.15	0.5	1
7	18	0.2	0.15	1
7	18	0.2	0.55	1
7	18	0.25	0.45	1
7	18	0.3	0.0	1
7	18	0.3	0.45	1
7	18	0.35	0.0	1
7	18	0.35	0.4	1
7	18	0.35	0.55	1
7	18	0.4	0.0	1
7	18	0.4	0.15	1
7	18	0.4	0.25	1
7	18	0.4	0.35	2
7	18	0.4	0.5	1
7	18	0.4	0.75	1
7	18	0.45	0.25	1
7	18	0.5	0.25	1
7	18	0.5	0.7	1
7	18	0.55	0.5	1
7	18	0.55	0.6	1
7	18	0.6	0.2	1
7	18	0.6	0.25	1
7	18	0.6	0.55	1
7	18	0.6	0.8	1
7	18	0.65	0.6	1
7	18	0.65	0.65	1
7	18	0.65	1.0	1
7	18	0.7	0.25	1
7	18	0.75	0.2	1
7	18	0.75	0.65	1
7	18	0.75	0.8	1
7	18	0.8	0.5	1
7	18	0.85	0.9	1
7	18	0.85	1.0	1
7	18	0.9	0.5	1
7	18	0.9	0.6	2
7	18	0.95	0.95	1
7	19	0.0	0.6	1
7	19	0.05	0.0	2
7	19	0.1	0.0	1
7	19	0.1	0.45	2
7	19	0.15	0.15	1
7	19	0.2	0.0	1
7	19	0.3	0.65	1
7	19	0.35	0.8	1
7	19	0.4	0.3	2
7	19	0.4	0.75	1
7	19	0.45	0.5	1
7	19	0.45	0.9	1
7	19	0.5	0.3	1
7	19	0.5	0.55	1
7	19	0.55	0.4	1
7	19	0.55	0.65	1
7	19	0.55	1.0	1
7	19	0.6	0.9	1
7	19	0.6	1.0	1
7	19	0.65	0.6	1
7	19	0.65	0.65	1
7	19	0.75	0.25	1
7	19	0.8	0.2	1
7	19	0.8	0.8	1
7	19	0.8	0.85	1
7	19	0.85	0.55	1
7	19	0.85	0.75	1
7	19	0.9	0.65	2
7	19	0.9	0.75	1
7	19	0.95	0.85	1
7	19	1.0	0.9	1
7	20	0.0	0.3	1
7	20	0.05	0.0	1
7	20	0.05	0.15	1
7	20	0.1	0.0	4
7	20	0.1	0.25	1
7	20	0.15	0.0	1
7	20	0.15	0.05	1
7	20	0.2	0.25	1
7	20	0.2	0.6	2
7	20	0.25	0.0	1
7	20	0.3	0.65	1
7	20	0.4	0.5	1
7	20	0.45	0.0	1
7	20	0.45	0.05	1
7	20	0.45	0.15	1
7	20	0.5	0.05	1
7	20	0.55	0.5	1
7	20	0.65	0.55	1
7	20	0.65	0.7	1
7	20	0.7	0.25	1
7	20	0.7	0.4	1
7	20	0.7	0.8	1
7	20	0.75	0.35	1
7	20	0.75	0.5	1
7	20	0.75	0.6	1
7	20	0.75	0.75	1
7	20	0.8	0.55	1
7	20	0.9	0.65	1
7	20	0.95	0.75	1
7	21	0.0	0.15	1
7	21	0.05	0.0	3
7	21	0.05	0.05	1
7	21	0.05	0.1	1
7	21	0.15	0.35	1
7	21	0.15	0.65	1
7	21	0.25	0.15	1
7	21	0.35	0.75	1
7	21	0.4	0.75	1
7	21	0.45	0.25	1
7	21	0.45	0.75	1
7	21	0.5	0.4	1
7	21	0.5	0.55	1
7	21	0.55	0.2	1
7	21	0.55	0.6	1
7	21	0.6	0.6	1
7	21	0.6	0.7	1
7	21	0.65	0.25	1
7	21	0.7	0.8	1
7	21	0.85	0.95	1
7	21	0.95	0.85	1
7	21	0.95	1.0	1
7	22	0.0	0.05	1
7	22	0.0	0.8	1
7	22	0.05	0.0	1
7	22	0.15	0.05	1
7	22	0.15	0.75	1
7	22	0.2	0.0	1
7	22	0.2	0.05	1
7	22	0.2	0.25	1
7	22	0.35	0.1	1
7	22	0.4	0.0	1
7	22	0.45	0.1	1
7	22	0.5	0.4	1
7	22	0.55	0.4	1
7	22	0.65	0.65	1
7	22	0.75	0.7	1
7	22	0.8	0.45	1
7	22	0.8	0.7	1
7	22	0.8	0.9	1
7	22	0.85	0.9	1
7	22	0.95	1.0	1
7	23	0.0	0.05	1
7	23	0.05	0.0	2
7	23	0.1	0.0	1
7	23	0.25	0.25	1
7	23	0.35	0.85	1
7	23	0.4	0.15	1
7	23	0.5	0.35	1
7	23	0.5	0.6	1
7	23	0.5	0.75	1
7	23	0.55	0.5	1
7	23	0.55	0.55	1
7	23	0.6	0.35	1
7	23	0.6	0.8	1
7	23	0.65	0.5	1
7	23	0.7	0.35	1
7	23	0.7	0.65	1
7	23	0.8	0.75	1
7	23	0.85	0.55	1
7	23	0.85	0.85	1
7	23	0.9	0.9	1
7	23	1.0	0.7	1
7	24	0.05	0.0	2
7	24	0.1	0.0	1
7	24	0.1	0.05	1
7	24	0.15	0.15	1
7	24	0.2	0.0	2
7	24	0.2	0.6	1
7	24	0.25	0.75	1
7	24	0.3	0.8	1
7	24	0.35	0.0	1
7	24	0.35	0.1	1
7	24	0.35	0.5	1
7	24	0.35	0.6	1
7	24	0.4	0.2	1
7	24	0.5	0.75	1
7	24	0.65	0.9	1
7	24	0.7	0.95	1
7	24	0.7	1.0	1
7	24	0.75	0.75	1
7	24	0.75	0.95	1
7	24	0.75	1.0	1
7	24	0.95	1.0	1
7	24	1.0	0.85	1
7	25	0.05	0.2	2
7	25	0.05	0.35	1
7	25	0.1	0.0	1
7	25	0.1	0.3	1
7	25	0.1	0.7	1
7	25	0.15	0.1	1
7	25	0.15	0.25	1
7	25	0.25	0.0	1
7	25	0.55	0.4	1
7	25	0.65	0.55	1
7	25	0.9	1.0	1
7	26	0.0	0.1	1
7	26	0.05	0.0	1
7	26	0.1	0.4	1
7	26	0.15	0.05	1
7	26	0.15	0.25	1
7	26	0.15	0.3	1
7	26	0.15	0.35	1
7	26	0.2	0.0	1
7	26	0.3	0.1	1
7	26	0.4	0.15	1
7	26	0.45	0.05	1
7	26	0.55	0.5	1
7	26	0.9	0.65	1
7	27	0.0	0.15	1
7	27	0.05	0.2	1
7	27	0.1	0.0	1
7	27	0.1	0.3	1
7	27	0.15	0.3	1
7	27	0.25	0.0	1
7	27	0.4	0.6	1
7	27	0.45	0.25	1
7	27	0.9	0.9	1
7	28	0.0	0.35	1
7	28	0.0	0.6	1
7	28	0.05	0.0	1
7	28	0.1	0.0	1
7	28	0.1	0.05	1
7	28	0.1	0.2	1
7	28	0.1	0.7	1
7	28	0.15	0.55	1
7	28	0.2	0.55	1
7	28	0.4	0.3	1
7	28	0.45	0.45	1
7	28	0.45	0.7	1
7	29	0.0	0.1	1
7	29	0.0	0.15	1
7	29	0.0	0.25	1
7	29	0.05	0.0	1
7	29	0.05	0.6	1
7	29	0.1	0.0	3
7	29	0.1	0.15	2
7	29	0.2	0.0	2
7	29	0.2	0.1	1
7	29	0.2	0.4	1
7	30	0.0	0.1	1
7	30	0.0	0.3	1
7	30	0.05	0.0	3
7	30	0.05	0.2	1
7	30	0.1	0.0	1
7	30	0.15	0.05	1
7	30	0.15	0.15	1
7	30	0.2	0.55	1
7	30	0.25	0.15	1
7	31	0.05	0.0	1
7	31	0.05	0.05	1
7	31	0.05	0.3	1
7	31	0.1	0.0	1
7	31	0.1	0.05	1
7	31	0.1	0.15	3
7	31	0.25	0.25	1
7	31	0.55	0.55	1
7	32	0.05	0.0	1
7	32	0.05	0.05	1
7	32	0.2	0.3	1
7	32	0.3	0.5	1
7	33	0.1	0.0	1
7	33	0.1	0.2	1
7	33	0.15	0.0	1
7	33	0.2	0.3	1
7	33	0.25	0.35	1
7	33	0.3	0.55	1
7	34	0.0	0.05	1
7	34	0.15	0.05	1
7	34	0.15	0.1	1
7	34	0.2	0.4	1
7	34	0.25	0.9	1
7	34	0.4	0.45	1
7	34	0.45	0.3	1
7	35	0.05	0.0	2
7	35	0.1	0.0	1
7	35	0.15	0.05	1
7	35	0.4	0.3	1
7	36	0.05	0.0	1
7	37	0.05	0.0	1
7	37	0.1	0.15	1
7	37	0.2	0.0	1
7	37	0.25	0.4	1
7	37	0.3	0.45	1
7	37	0.4	0.2	1
7	39	0.05	0.0	1
7	39	0.15	0.05	1
7	39	0.2	0.25	1
7	39	0.2	1.0	1
7	41	0.15	0.0	1
7	41	0.2	0.0	1
7	6	0.05	0.0	1
7	7	0.45	0.35	1
7	7	0.55	0.3	1
7	7	0.6	0.4	1
7	7	0.65	0.5	1
7	7	0.8	1.0	1
7	8	0.05	0.15	1
7	8	0.2	0.25	1
7	8	0.35	0.0	2
7	8	0.35	0.5	1
7	8	0.4	0.35	1
7	8	0.5	1.0	1
7	8	0.55	0.25	1
7	8	0.65	0.45	1
7	8	0.7	0.8	1
7	8	0.8	1.0	1
7	8	0.85	0.75	1
7	8	0.85	1.0	1
7	8	0.9	0.85	1
7	9	0.05	0.0	1
7	9	0.15	0.15	1
7	9	0.15	0.5	1
7	9	0.2	0.45	1
7	9	0.25	0.3	1
7	9	0.3	0.2	1
7	9	0.3	0.55	1
7	9	0.3	0.75	1
7	9	0.35	0.5	1
7	9	0.4	0.45	1
7	9	0.45	0.05	1
7	9	0.5	0.25	1
7	9	0.5	0.95	1
7	9	0.55	0.65	1
7	9	0.65	0.85	1
7	9	0.8	0.35	1
7	9	0.95	0.7	1
8	0	0.05	0.0	1
8	10	0.0	0.1	1
8	10	0.05	0.0	3
8	10	0.05	0.15	1
8	10	0.05	0.25	1
8	10	0.05	0.45	1
8	10	0.1	0.0	2
8	10	0.1	0.3	1
8	10	0.15	0.2	1
8	10	0.15	0.35	1
8	10	0.15	0.5	1
8	10	0.2	0.0	2
8	10	0.2	0.1	1
8	10	0.2	0.15	2
8	10	0.2	0.2	1
8	10	0.2	0.45	1
8	10	0.2	0.5	1
8	10	0.2	0.55	1
8	10	0.2	0.95	1
8	10	0.25	0.1	1
8	10	0.25	0.3	1
8	10	0.25	0.65	1
8	10	0.25	0.7	1
8	10	0.25	0.75	1
8	10	0.3	0.15	1
8	10	0.3	0.4	1
8	10	0.3	0.45	1
8	10	0.35	0.0	1
8	10	0.35	0.25	1
8	10	0.4	0.0	2
8	10	0.4	0.05	1
8	10	0.4	0.2	1
8	10	0.4	0.55	1
8	10	0.4	0.6	2
8	10	0.4	0.65	1
8	10	0.45	0.15	1
8	10	0.45	0.55	1
8	10	0.45	0.65	1
8	10	0.45	0.75	1
8	10	0.5	0.3	1
8	10	0.55	0.4	1
8	10	0.55	0.5	1
8	10	0.55	0.55	1
8	10	0.55	0.75	1
8	10	0.6	0.0	1
8	10	0.6	0.4	1
8	10	0.6	0.7	3
8	10	0.6	0.9	1
8	10	0.65	0.65	1
8	10	0.65	1.0	1
8	10	0.7	0.5	1
8	10	0.7	0.75	1
8	10	0.7	0.9	1
8	10	0.75	0.45	1
8	10	0.75	0.7	1
8	10	0.8	0.35	1
8	10	0.8	0.5	1
8	10	0.8	1.0	1
8	10	0.85	0.6	1
8	10	0.9	0.75	1
8	10	0.9	0.85	1
8	10	0.95	0.75	1
8	11	0.0	0.1	1
8	11	0.0	0.15	1
8	11	0.0	0.3	1
8	11	0.05	0.0	2
8	11	0.05	0.1	2
8	11	0.05	0.45	1
8	11	0.1	0.0	4
8	11	0.1	0.05	1
8	11	0.1	0.1	1
8	11	0.1	0.3	1
8	11	0.15	0.0	3
8	11	0.15	0.05	1
8	11	0.15	0.1	1
8	11	0.15	0.15	1
8	11	0.2	0.1	1
8	11	0.2	0.15	1
8	11	0.2	0.7	1
8	11	0.25	0.0	1
8	11	0.25	0.05	1
8	11	0.25	0.15	1
8	11	0.25	0.2	1
8	11	0.25	0.3	1
8	11	0.25	0.4	1
8	11	0.25	0.55	1
8	11	0.3	0.15	1
8	11	0.3	0.2	1
8	11	0.3	0.3	1
8	11	0.3	0.55	1
8	11	0.3	0.75	1
8	11	0.3	0.95	1
8	11	0.3	1.0	1
8	11	0.35	0.1	1
8	11	0.35	0.35	1
8	11	0.35	0.8	1
8	11	0.4	0.6	1
8	11	0.45	0.15	1
8	11	0.45	0.2	1
8	11	0.45	0.4	1
8	11	0.45	0.5	2
8	11	0.5	0.05	1
8	11	0.5	0.3	2
8	11	0.5	1.0	1
8	11	0.55	0.0	2
8	11	0.55	0.1	1
8	11	0.55	0.45	2
8	11	0.55	0.7	1
8	11	0.55	0.8	1
8	11	0.65	0.2	2
8	11	0.65	0.3	1
8	11	0.65	0.85	1
8	11	0.75	0.0	1
8	11	0.75	0.25	1
8	11	0.75	0.8	3
8	11	0.75	0.95	1
8	11	0.8	0.3	1
8	11	0.8	0.6	1
8	11	0.8	0.7	1
8	11	0.85	0.0	1
8	11	0.85	0.25	1
8	11	0.85	0.5	1
8	11	0.85	0.8	1
8	11	0.9	0.6	1
8	11	0.9	0.85	1
8	11	0.9	0.9	1
8	11	0.9	0.95	1
8	11	0.95	0.65	1
8	11	0.95	0.75	1
8	11	0.95	0.8	1
8	11	0.95	1.0	1
8	12	0.0	0.35	1
8	12	0.05	0.0	7
8	12	0.05	0.25	1
8	12	0.1	0.0	5
8	12	0.1	0.1	3
8	12	0.1	0.9	1
8	12	0.15	0.0	2
8	12	0.15	0.05	1
8	12	0.2	0.0	1
8	12	0.2	0.05	1
8	12	0.2	0.2	1
8	12	0.2	0.6	1
8	12	0.25	0.15	1
8	12	0.25	0.2	1
8	12	0.25	0.25	1
8	12	0.25	0.3	1
8	12	0.25	0.35	1
8	12	0.25	0.4	2
8	12	0.3	0.0	1
8	12	0.3	0.05	1
8	12	0.3	0.4	1
8	12	0.3	0.9	1
8	12	0.35	0.0	2
8	12	0.35	0.05	1
8	12	0.35	0.25	1
8	12	0.35	0.35	1
8	12	0.35	0.5	2
8	12	0.35	0.55	1
8	12	0.4	0.1	1
8	12	0.4	0.2	1
8	12	0.4	0.25	1
8	12	0.4	0.35	1
8	12	0.4	0.75	1
8	12	0.45	0.0	1
8	12	0.45	0.15	1
8	12	0.45	0.2	1
8	12	0.45	0.25	1
8	12	0.45	0.3	1
8	12	0.45	0.4	1
8	12	0.45	0.55	1
8	12	0.45	0.65	1
8	12	0.5	0.0	1
8	12	0.5	0.35	1
8	12	0.5	0.55	1
8	12	0.5	0.75	1
8	12	0.5	0.85	1
8	12	0.55	0.0	1
8	12	0.55	0.1	1
8	12	0.55	0.3	1
8	12	0.55	0.35	2
8	12	0.55	0.45	1
8	12	0.55	0.6	2
8	12	0.6	0.15	2
8	12	0.6	0.3	1
8	12	0.6	0.35	1
8	12	0.6	0.5	1
8	12	0.6	0.8	1
8	12	0.6	0.85	2
8	12	0.6	0.95	1
8	12	0.6	1.0	1
8	12	0.65	0.1	1
8	12	0.65	0.15	1
8	12	0.65	0.4	1
8	12	0.65	0.45	1
8	12	0.65	0.5	1
8	12	0.65	0.9	1
8	12	0.65	1.0	1
8	12	0.7	0.25	1
8	12	0.7	0.4	1
8	12	0.7	0.55	1
8	12	0.7	0.6	1
8	12	0.7	0.8	1
8	12	0.75	0.25	1
8	12	0.75	0.7	1
8	12	0.75	0.9	1
8	12	0.75	1.0	1
8	12	0.8	0.3	1
8	12	0.85	0.8	2
8	12	0.85	0.85	1
8	12	0.85	1.0	1
8	12	0.95	0.75	1
8	12	0.95	0.95	1
8	12	0.95	1.0	1
8	12	1.0	0.4	1
8	12	1.0	0.65	1
8	12	1.0	0.95	1
8	13	0.0	0.05	4
8	13	0.0	0.1	2
8	13	0.0	0.15	2
8	13	0.0	0.2	1
8	13	0.0	0.3	1
8	13	0.0	0.35	1
8	13	0.0	0.4	1
8	13	0.05	0.0	5
8	13	0.05	0.05	1
8	13	0.05	0.15	1
8	13	0.05	0.2	1
8	13	0.05	0.25	1
8	13	0.1	0.0	3
8	13	0.1	0.05	1
8	13	0.1	0.15	2
8	13	0.1	0.2	1
8	13	0.1	0.35	1
8	13	0.1	0.5	1
8	13	0.1	0.55	1
8	13	0.1	0.6	2
8	13	0.15	0.0	1
8	13	0.15	0.05	1
8	13	0.15	0.15	1
8	13	0.15	0.3	1
8	13	0.15	0.4	1
8	13	0.2	0.0	2
8	13	0.2	0.1	1
8	13	0.2	0.25	1
8	13	0.2	0.4	1
8	13	0.2	0.45	2
8	13	0.2	0.65	1
8	13	0.25	0.0	3
8	13	0.25	0.25	2
8	13	0.25	0.4	1
8	13	0.25	0.55	1
8	13	0.3	0.1	1
8	13	0.3	0.25	1
8	13	0.3	0.35	2
8	13	0.3	0.45	1
8	13	0.3	0.5	1
8	13	0.3	0.75	1
8	13	0.3	0.85	1
8	13	0.35	0.0	1
8	13	0.35	0.25	1
8	13	0.35	0.7	2
8	13	0.35	0.75	1
8	13	0.35	0.8	1
8	13	0.4	0.05	1
8	13	0.4	0.1	3
8	13	0.4	0.25	1
8	13	0.4	0.3	1
8	13	0.4	0.8	1
8	13	0.45	0.1	1
8	13	0.45	0.25	1
8	13	0.45	0.35	2
8	13	0.45	0.4	1
8	13	0.45	0.45	1
8	13	0.45	0.55	1
8	13	0.45	0.75	1
8	13	0.45	0.8	1
8	13	0.45	0.95	1
8	13	0.5	0.0	1
8	13	0.5	0.15	1
8	13	0.5	0.6	2
8	13	0.5	0.75	1
8	13	0.55	0.0	1
8	13	0.55	0.05	2
8	13	0.55	0.35	1
8	13	0.55	0.4	1
8	13	0.55	0.45	1
8	13	0.55	0.6	1
8	13	0.55	0.65	1
8	13	0.55	0.7	1
8	13	0.6	0.1	1
8	13	0.6	0.3	1
8	13	0.6	0.35	1
8	13	0.6	0.55	2
8	13	0.6	0.7	1
8	13	0.6	0.8	3
8	13	0.6	1.0	1
8	13	0.65	0.2	1
8	13	0.65	0.3	1
8	13	0.65	0.55	1
8	13	0.65	0.65	1
8	13	0.65	0.75	1
8	13	0.7	0.1	1
8	13	0.7	0.25	1
8	13	0.7	0.5	1
8	13	0.7	0.55	1
8	13	0.7	0.6	1
8	13	0.7	0.95	1
8	13	0.75	0.25	1
8	13	0.75	0.6	1
8	13	0.75	0.7	1
8	13	0.75	0.8	1
8	13	0.75	1.0	1
8	13	0.8	0.05	1
8	13	0.8	0.6	1
8	13	0.8	0.65	1
8	13	0.8	0.85	1
8	13	0.8	1.0	1
8	13	0.85	0.45	1
8	13	0.85	0.8	1
8	13	0.85	0.95	1
8	13	0.85	1.0	3
8	13	0.9	0.35	1
8	13	0.9	0.45	1
8	13	0.9	0.7	1
8	13	0.9	0.9	2
8	13	0.95	0.55	1
8	13	0.95	0.75	1
8	13	0.95	0.8	1
8	13	0.95	0.95	1
8	13	0.95	1.0	1
8	13	1.0	0.85	1
8	13	1.0	0.95	1
8	14	0.0	0.05	2
8	14	0.0	0.3	1
8	14	0.05	0.0	3
8	14	0.05	0.05	1
8	14	0.05	0.1	1
8	14	0.1	0.0	4
8	14	0.1	0.25	1
8	14	0.1	0.55	1
8	14	0.15	0.0	4
8	14	0.15	0.1	2
8	14	0.15	0.25	1
8	14	0.15	0.5	1
8	14	0.15	0.55	2
8	14	0.15	0.65	1
8	14	0.2	0.0	3
8	14	0.2	0.15	1
8	14	0.2	0.35	1
8	14	0.2	0.5	2
8	14	0.25	0.0	2
8	14	0.25	0.15	1
8	14	0.25	0.4	1
8	14	0.3	0.0	2
8	14	0.3	0.1	1
8	14	0.3	0.15	2
8	14	0.3	0.25	1
8	14	0.3	0.3	1
8	14	0.3	0.45	1
8	14	0.3	0.55	1
8	14	0.3	0.75	1
8	14	0.35	0.05	1
8	14	0.35	0.15	2
8	14	0.35	0.2	1
8	14	0.35	0.3	1
8	14	0.35	0.35	1
8	14	0.35	0.45	1
8	14	0.4	0.1	2
8	14	0.4	0.15	1
8	14	0.4	0.4	1
8	14	0.4	0.6	1
8	14	0.45	0.0	1
8	14	0.45	0.1	2
8	14	0.45	0.5	2
8	14	0.45	0.85	1
8	14	0.45	0.9	1
8	14	0.5	0.25	1
8	14	0.5	0.3	2
8	14	0.5	0.35	1
8	14	0.5	0.6	1
8	14	0.5	0.65	1
8	14	0.5	0.75	2
8	14	0.55	0.05	1
8	14	0.55	0.1	1
8	14	0.55	0.25	2
8	14	0.55	0.3	2
8	14	0.55	0.5	1
8	14	0.55	0.7	1
8	14	0.55	0.75	1
8	14	0.55	0.85	1
8	14	0.55	1.0	1
8	14	0.6	0.15	1
8	14	0.6	0.2	1
8	14	0.6	0.25	1
8	14	0.6	0.45	1
8	14	0.6	0.95	1
8	14	0.65	0.75	1
8	14	0.65	0.8	1
8	14	0.65	0.85	1
8	14	0.65	1.0	1
8	14	0.7	0.3	1
8	14	0.7	0.4	1
8	14	0.7	0.8	1
8	14	0.7	1.0	1
8	14	0.75	0.35	1
8	14	0.75	0.45	1
8	14	0.75	0.5	2
8	14	0.75	0.55	1
8	14	0.75	0.85	1
8	14	0.75	0.9	1
8	14	0.75	0.95	1
8	14	0.8	0.3	1
8	14	0.8	0.6	2
8	14	0.8	0.7	1
8	14	0.85	0.15	1
8	14	0.85	0.45	1
8	14	0.85	0.55	2
8	14	0.85	0.6	1
8	14	0.9	0.4	1
8	14	0.95	0.75	1
8	14	0.95	0.95	1
8	14	0.95	1.0	3
8	14	1.0	0.7	1
8	14	1.0	0.85	1
8	15	0.0	0.05	2
8	15	0.0	0.1	1
8	15	0.0	0.15	1
8	15	0.0	0.45	1
8	15	0.05	0.0	2
8	15	0.05	0.2	2
8	15	0.05	0.25	1
8	15	0.1	0.1	1
8	15	0.1	0.2	1
8	15	0.1	0.3	1
8	15	0.15	0.0	2
8	15	0.15	0.1	1
8	15	0.15	0.9	1
8	15	0.2	0.0	2
8	15	0.2	0.1	1
8	15	0.2	0.3	1
